movie,posted_by,text,date_posted,review_type
River Wild,Peter Gray,"With a lean running time (no fat present in its 91 minutes), River Wild stirs up enough action and suspense on its own accord to earn itself a rightful emancipation from the very film it draws inspiration from.","Aug 2, 2023",critic_review
River Wild,Jennie Kermode,Meester is a strong lead...giving the film some much needed emotional force without oversimplifying it.,"Aug 1, 2023",critic_review
River Wild,Mike McGranaghan,"I haven’t seen the original since it came out almost thirty years ago, although I recall having mixed feelings about it. This new one engenders no such ambivalence. It’s an effective little thriller.","Aug 1, 2023",critic_review
River Wild,Casey Chong,The otherwise unnecessary reboot gets a gritty and psychological-horror makeover.,"Aug 1, 2023",critic_review
River Wild,Danielle Solzman,"River Wild is an unnecessary reimagining of the 1994 thriller, The River Wild...","Aug 1, 2023",critic_review
River Wild,Jackie K. Cooper,Nothing like a wild river ride to stir up some action and suspense.,"Aug 1, 2023",critic_review
River Wild,Brian Orndorf,"While it doesn’t match the thrills of the 1994 effort, “River Wild” has compelling grimness, refreshing brevity (running 85 minutes), and contains a few surges of panic to keep it involving.","Jul 31, 2023",critic_review
River Wild,Stenko M,"""River Wild,"" the highly anticipated film of 2023, unfortunately falls short of the excitement and thrill one would expect from a riveting adventure movie. While the premise held promise, the execution left much to be desired, resulting in a lackluster cinematic experience. The film follows the story of a daring river rafting trip taken by a group of friends seeking an adrenaline rush in the heart of nature. With its stunning landscapes and potentially intense water sequences, ""River Wild"" had the potential to be an edge-of-your-seat adventure. However, the plot fails to harness the tension that should come naturally from such a perilous journey. The character development was a missed opportunity as well. The main cast had the potential to be multidimensional and compelling, but their actions and motivations often felt contrived and forced. This made it difficult to fully invest in their fates, rendering several pivotal scenes emotionally unimpactful. The pacing of the film was another major issue. It struggled to find a balance between building suspense and advancing the plot. As a result, certain scenes dragged on unnecessarily, while others crucial for character development seemed rushed and underdeveloped. Visually, ""River Wild"" had moments of beauty, capturing the grandeur of the natural landscapes. However, these moments were fleeting, often overshadowed by inconsistent cinematography that failed to create a coherent visual tone for the film. Even the usually reliable soundtrack felt disconnected from the events on-screen. At times, it attempted to create tension, but more often than not, it seemed out of sync with the unfolding scenes, further detracting from the overall experience. While ""River Wild"" attempted to combine the elements of a suspenseful adventure and a character-driven drama, it ultimately struggled to find its identity. The potential was there, but the execution faltered, resulting in a film that left me feeling unsatisfied and detached from the story. In conclusion, ""River Wild"" falls short of its promise, failing to deliver the gripping adventure it advertised. With a weak plot, underdeveloped characters, and inconsistent pacing, the film struggles to engage its audience. While it's not entirely without merit, it's certainly not the cinematic thrill ride one would hope for in a 2023 adventure film.","Aug 11, 2023",audience_review
River Wild,Anthony G,Decent plot with some thrills mixed about. Characters not very meaty which makes some of their decision making defy logic at best.,"Aug 11, 2023",audience_review
River Wild,Paul S,It's worth it !! If you're looking for an easy thriller this is it. It's entertaining!,"Aug 11, 2023",audience_review
River Wild,N/A,"I’m not sure at all how this got great reviews. “River Wild” suffers from dumb characters doing dumb things. For example, the antagonist in the film at one point is asleep holding a gun. If you want him to stop, I don’t know maybe knock him out unconscious and then take the antagonist’s gun. Then he’s no longer a threat. But, the film doesn’t seem smart enough to have characters that think like this. Could’ve been better.","Aug 10, 2023",audience_review
River Wild,Chi C,"I liked this movie! Kind of predictable, but still kept me on the edge of my seat.","Aug 10, 2023",audience_review
River Wild,Felix T,"This should have been a satire. There was nothing realistic in any of the scenes. What professional reviewer would have enjoyed this movie? It is a rehash of much better movies without any of the character motivations, good acting or believable story arcs. I gave it 72 eye rolls.","Aug 10, 2023",audience_review
River Wild,B P,It's not all that creative or revolutionary but ‘River' Wild' manages to be thrilling enough to warrant a watch.,"Aug 10, 2023",audience_review
River Wild,Melissa D,The cast is great and the story makes sense but definitely missed the mark with originality. It's easy to see what's going to happen. It did keep me until the end to see who was going to live.,"Aug 9, 2023",audience_review
River Wild,drew s,"This movie is absolute trash. No film continuity, horrible execution, the characters are the dumbest human beings alive. It was aggravating how bad this was. Do your self a favor a don't waste your time. I am legitimately upset after watching this movie for that fact it even got made, forget that fact that people actually got paid to do this.","Aug 9, 2023",audience_review
River Wild,L G,"bad guy was pretty well done. all characters had believability and some good scenes, just the dumb stuff they did (and sometimes said) left this one a head scratcher.","Aug 9, 2023",audience_review
River Wild,Kris B,Storyline was so predictable but at least I made it thru the end....,"Aug 9, 2023",audience_review
River Wild,David J,Watchable but no real plot,"Aug 9, 2023",audience_review
River Wild,Michelle D,The premise was flimsy and unbelievable. The ending was not satisfying. Wish I hadn't watched it. Only redeeming value was the beautiful scenery.,"Aug 9, 2023",audience_review
River Wild,Michele T,Very poor acting. Camera bouncing around while running through the woods. And a certain way to make a horrible movie more horrible… make crickets chirp the entire movie!,"Aug 9, 2023",audience_review
River Wild,Xzavier A,"Ts so terrible, the film crew did their thing, but this movie leaves a really bad taste in your mouth, to many opportunities to suppress the antagonist and it honestly makes me angry the story line was bs and the protagonist in the movie just didn't put up a good effort to get out of their situation, FUCK THIS MOVIE. Don't waste your time watching it it's just gonna piss you off.","Aug 9, 2023",audience_review
River Wild,N/A,One of the most infuriating movies of all time. Ridiculously bad directing decisions,"Aug 9, 2023",audience_review
River Wild,Daniel T,"Just very poorly done in almost every way. Terrible acting, unconvincing story, and predictable. The extra half star is just for the pretty scenery.","Aug 9, 2023",audience_review
River Wild,J W,"Whoa, gnarly acting and predictable, yet illogical plot. You're telling me that a felon for a crime they didn't commit turned into a serial killer over the course of a day on the river? 🤣","Aug 9, 2023",audience_review
River Wild,J K,Why would anyone remake a great movie?,"Aug 9, 2023",audience_review
River Wild,Brenda g,Don't waste your time. The acting is ridiculously bad. Could have been a great movie. Some of the script is just dull and poor,"Aug 9, 2023",audience_review
LOLA,Josh Goller,"Unlike many other sci-fi films of its ilk, LOLA creates a unique vision that hinges on the intersection of seismic shifts in world history and cataclysmic interpersonal consequences.","Aug 11, 2023",critic_review
LOLA,Morgan Rojas,"One-of-a-kind in its execution and storytelling, a delightful hidden gem.","Aug 9, 2023",critic_review
LOLA,Filipe Freitas,"These emphatic montages can be very artistic but also gimmicky in its dramatic time travel hallucination. Lola is an unusual picture, insanely evocative and hard to predict.","Aug 9, 2023",critic_review
LOLA,Noel Murray,"Even with all the metaphysical mayhem, the movie remains rooted in the lives and attitudes of its characters, and in the magnetic performances of Martini and Appleton.","Aug 7, 2023",critic_review
LOLA,Tim Brennan,"Lola may have been made with modest resources, but its ambition is enormous. Legge, Martini, Appleton, and the rest of the cast and crew have made a fiendishly clever thriller that explodes with ideas.","Aug 7, 2023",critic_review
LOLA,Lee Jutton,"Lofty in ambition yet flawed in realization, LOLA is nonetheless an intriguing experiment in lo-fi science-fiction—not to mention, a cautionary tale of the kind of artistic expression we can expect under fascism.","Aug 5, 2023",critic_review
LOLA,Farah Cheded,"Though not without its flaws, this inventive WW2-set sci-fi is a triumph of low-budget filmmaking.","Aug 4, 2023",critic_review
LOLA,Brian Orndorf,"Legge and Macfarlane find a fresh approach to the manipulation of time, delivering an askew take on the WWII experience and the weird crisis of trust facing special siblings.","Aug 1, 2023",critic_review
LOLA,Christian Jones,"Despite the micro-budget, Andrew Legge’s imagination transports us to a cleverly imagined past.","Jul 10, 2023",critic_review
LOLA,Larissa Brigatti,"Andrew Legge’s distinct authorial voice continues to wow, and one can’t help but look forward to what he does next!","Apr 14, 2023",critic_review
LOLA,Edward Porter,... it sometimes lacks the convincing atmosphere it needs. But its strong sense of style and its wealth of ideas give us lots to enjoy.,"Apr 10, 2023",critic_review
LOLA,Wendy Ide,"Shot on film, using vintage equipment, the picture has a scrappy, tactile quality, its ghostly black-and-white images scratched and scorched.","Apr 9, 2023",critic_review
LOLA,Kevin Maher,"And though the time-travelling paradoxes produce enormous plot holes and lapses of logic, Legge somehow scrappily, often clumsily, makes it work.","Apr 7, 2023",critic_review
LOLA,Saskia Baron,It’s heartening to see a director taking off on his own tangent even if sometimes Lola strays into music and montage sequences at the expense of a clearer narrative.,"Apr 7, 2023",critic_review
LOLA,Alan Corr,LOLA is a gripping and uniquely strange alternative history tale. It’s a haunting out of body experience.,"Apr 7, 2023",critic_review
LOLA,Paul Whitington,"Andrew Legge’s imaginative and experimental science-fiction feature commits itself admirably to an outlandish idea, and skilfully weaves black and white found footage into an intriguing, playful movie.","Apr 7, 2023",critic_review
LOLA,Rich Cline,"Skilfully shot in black and white by Oona Menges, the film looks terrific. And characters spring to life in an unusually evocative way.","Apr 4, 2023",critic_review
LOLA,Kevin Harley,"Touching on themes of freedom and responsibility, Lola is a fable of causality and consequence that is executed with bracing ingenuity.","Apr 3, 2023",critic_review
LOLA,Hilary A White,"The sparkling chemistry between his two leads and the ramshackle setting add to a pleasantly unmoored register. Divine Comedy supremo Neil Hannon provides original song compositions, which is never a bad thing.","Mar 30, 2023",critic_review
LOLA,Brian Lloyd,"Fiendishly smart, 'LOLA' is a weird and wonderful tear through the timelines.","Mar 23, 2023",critic_review
LOLA,Simon P,"This is a really clever and hugely enjoyable film. It has a ‘home made' feel which belies excellent acting, excellent cast, top production values and very clever CGI of the 30s and 40s. I never thought time travel could be done so well, or shown to be so complex and interwoven…the last attempt (Inception) was painful. This is a joy.","Aug 11, 2023",audience_review
LOLA,Ethel P,I like this movie a lot and the settings are great,"Aug 9, 2023",audience_review
LOLA,Mark J,"The lead actresses were awful, especially the scenes where they pretend to be drunk.","Aug 8, 2023",audience_review
LOLA,Ads O,"Very good movie, Works on so many levels. Hear hear to all involved. I didn't see any obvious time paradoxes (and I was looking for them).","Aug 7, 2023",audience_review
LOLA,C'est M,"Vastly over-hyped 'student film' quality where continuity and blantantly incorrect costuming is a joke. Also.. filming in HD and adding grainy filters doesn't make anything look old. This is basic film-making knowledge. Don't be lazy, and just film in with old film like respected directors do. Brutal.","Aug 7, 2023",audience_review
LOLA,chip a,Utterly boring Blair Witch project vibes...wish I had that hour of my life back.,"Aug 6, 2023",audience_review
LOLA,Darren D,"""Lola"" 79 minutes of engaging time altering World War II found footage, where fascination & knowledge of the future can have dire consequences, no matter how good your intentions are. The Black & White setting & two likeable performances & chemistry from the leads (Emma Appleton & Stefanie Martini) only adds to the films strength in Andrew Legge's feature length debut.","Aug 6, 2023",audience_review
LOLA,Debi S,"GREAT MOVIE!!!! THIS DOCUMENTARY WILL PROBABLY BE EXTREMELY EYE-OPENING AND OR SHOCKING TO A LOT OF PEOPLE. IT WILL BRING YOU TO TEARS, MAKE YOU LAUGH, YOU MAY POSSIBLY BECOME ENRAGED 😠 😡 AT OUR GOVERNMENT AND OR THE SYSTEM.... BUT WATCH IT 😢","Aug 6, 2023",audience_review
LOLA,Charlie H,The film looks like my grandmas attic 💀,"Aug 4, 2023",audience_review
Sound of the Police,Lisa Kennedy,"If you need a refresher on what “systemic” looks like, these thinkers offer it.","Aug 10, 2023",critic_review
The Communion Girl,Casey Chong,A familiar but effective Spanish-language ghost story.,"Aug 11, 2023",critic_review
The Communion Girl,Phil Hoad,"The shocks aren’t especially chilling, and the sense of claustrophobic entrapment in the milieu is undermined by a cop-out open ending.","Aug 7, 2023",critic_review
The Communion Girl,Javier Ocaña,"A horror film with great production value. But perhaps neglected the essentials: the story, the screenplay, and the denouement. [Full review in Spanish]","Feb 10, 2023",critic_review
The Communion Girl,Juan Pando,... offers the precise dose of fear to make it an ideal option even for those who are cautious towards horror films. [Full review in Spanish],"Feb 9, 2023",critic_review
The Communion Girl,Sergio F. Pinilla,An effective homeland terror that portrays a certain peripheral youth and that abounds in clichés and the urban legend. [Full review in Spanish],"Feb 8, 2023",critic_review
All Up in the Biz,Glenn Kenny,"A cogent, affectionate and largely apt tribute to Markie, the D.J. and rapper who was known as a gifted beatboxer.","Aug 10, 2023",critic_review
All Up in the Biz,Stephen Silver,"Fleshes out the rapper’s place in the New York City hip-hop scene, as well as his various brushes with movies and other mainstream pop culture.","Jul 13, 2023",critic_review
All Up in the Biz,Kristen Maldonado,"Director Sacha Jenkins takes the unique, although sometimes hit or miss, approach to telling Biz’s story. The documentary shines when it explores the hip-hop community on Long Island and shows off Biz’s goofy and charismatic personality.","Jun 23, 2023",critic_review
All Up in the Biz,Charles D,"Funny, thoughtful, and well done. I was lucky enough to see it at a Tribeca Film Festival screening and watched it again on Showtime this morning. It was amazing to see how he created opportunities for so many Hip Hop Legends. It's a necessary course in Hip Hop education.","Aug 11, 2023",audience_review
All Up in the Biz,Henry M,An Enlightening celebration of one of hip hops most original and creative pioneers. I learned a lot about the one and only Biz Markie. A man that had my generation trying to make music with our mouth!!...Awesome documentary!,"Aug 11, 2023",audience_review
All Up in the Biz,Daman G,Such a huge fan of Biz Markie! I had the honor of working with him on several events and he use to come to my lounge often in Baltimore. Whoever put this film together did a great job and his wife is definitely doing a phenomenal job keeping his legacy alive.,"Aug 11, 2023",audience_review
All Up in the Biz,Danielle D,"Oh my God, absolutely indubitably the best most amazing documentary I have ever seen, even though I cried throughout the whole time thank you so much, MsTara for allowing the world is fan, and even though they may not have known Biz to know what he went through who he was amazing name, live forever thank you thank you thank you thank you thank you God bless","Aug 11, 2023",audience_review
All Up in the Biz,Melanie S,A fantastic doc!!! Soak it up. Best music doc I've seen this year.,"Aug 11, 2023",audience_review
All Up in the Biz,Justin P,Dope footage and interviews!,"Aug 11, 2023",audience_review
All Up in the Biz,Kristin J,"Refreshing, inspiring and learned things I never knew! May Biz's name live on forever! He's a legend!","Aug 11, 2023",audience_review
3 Days in Malay,Avi Offer,A shallow and lethargic war film that fails to pack any palpable thrills.,"Aug 10, 2023",critic_review
3 Days in Malay,Roger Moore,"An almost comically ahistorical, geographically-and-everything else inept version of the epic Guadalcanal Campaign.","Aug 5, 2023",critic_review
Match Me If You Can,Mark Dujsik,"[T]he whole of Match Me if You Can strains credulity, in terms of its plot, its characters ... and its sense of humor.","Aug 11, 2023",critic_review
Match Me If You Can,Roger Moore,"A quicker pace might have helped. Not much. But there’s a reason generations of comic filmmakers have demanded retakes with but one proviso — “Once again, but FASTER.”","Aug 10, 2023",critic_review
Match Me If You Can,Josh Bell,"The characters are insufferable, the set-up is nonsensical, and, worst of all for a rom-com, the leads have no chemistry.","Aug 8, 2023",critic_review
Match Me If You Can,Linda and Al Lerner,"Reilly and Bethel exhibit chemistry for comedy through character miscommunication, much like those 1940’s rom coms. Slow to start, it’s a cute premise brought current using high speed internet and a series of clicks.","Aug 8, 2023",critic_review
Operation Napoleon,Simon Abrams,"The Icelandic/German conspiracy thriller “Operation Napoleon” would be as comforting as its airport thriller plot if it weren’t also baggy, joyless, and spiritually depleting.","Aug 11, 2023",critic_review
Operation Napoleon,Michael Nordine,"The film’s main problem... is that it has all the hallmarks of a tight 90-minute thriller, but takes its sweet time. At nearly two hours, “Operation Napoleon” feels like too little cargo packed into too big a plane.","Aug 11, 2023",critic_review
Operation Napoleon,Mark Dujsik,Operation Napoleon is a shallow slog of a thriller.,"Aug 11, 2023",critic_review
Operation Napoleon,Avi Offer,"Overlong, lackluster and often anemic while too low on thrills, intrigue and palpable suspense. In a double feature with the French thriller Black Box, it would be the inferior B-movie.","Aug 10, 2023",critic_review
Operation Napoleon,Roger Moore,More or less watchable...but..a classic ninety minute thriller wrapped in an ungainly 110 minute package..,"Jul 14, 2023",critic_review
Medusa Deluxe,Christy Lemire,"Dazzlingly impressive from a technical perspective but frustratingly dull from a narrative one, “Medusa Deluxe” is an ambitious but uneven experience.","Aug 11, 2023",critic_review
Medusa Deluxe,Joey Keogh,"""The fun of 'Medusa Deluxe' is less about figuring out who the murderer is and more to do with watching everybody lose their minds over their little bubble being penetrated by an outside influence they can’t control.""","Aug 11, 2023",critic_review
Medusa Deluxe,Josh Parham,It’s hard to deny that much of “Medusa Deluxe” is noteworthy regarding its ambition. Hardiman’s vision is often an arresting array of remarkable visuals that combine with a tone of escalating tension that is wholly alluring.,"Aug 11, 2023",critic_review
Medusa Deluxe,Ross Bonaime,"Hardiman proves himself to be a fascinating filmmaker with Medusa Deluxe, and while not everything about his debut feature is perfectly coiffed, there’s plenty to admire in this murder mystery.","Aug 11, 2023",critic_review
Medusa Deluxe,Lovia Gyarkye,"Mesmerizing, even though it doesn't stick the landing.","Aug 11, 2023",critic_review
Medusa Deluxe,Oscar Goff,"I found myself unsatisfied by the time it was over, as if the film’s surplus of twists and ideas had the effect of canceling each other out.","Aug 11, 2023",critic_review
Medusa Deluxe,Kristy Puchko,"Medusa Deluxe is an extravagant, relentlessly propulsive, and wildly entertaining film, rich with provocative performances, jaw-dropping ambition, astounding visuals — both squalid and sublime — and a dizzying blend of dark humor and persistent empathy.","Aug 11, 2023",critic_review
Medusa Deluxe,Mark Dujsik,[T]he gimmick comes across as an unnecessary and ultimately irrelevant distraction.,"Aug 11, 2023",critic_review
Medusa Deluxe,Randy Myers,Deluxe suffers from being more concerned about its flash and sass than collaring the criminal.,"Aug 10, 2023",critic_review
Medusa Deluxe,Jeannette Catsoulis,"From its playfully inventive opening to its flash-forward finale, Thomas Hardiman’s wild — and wildly impressive — first feature, set during a British regional hairdressing competition, is a proudly indelicate, painstakingly structured pleasure.","Aug 10, 2023",critic_review
Medusa Deluxe,David Fear,So much energy and effort has gone in to navigating the movie’s treacherous obstacle course and marshaling the troops that someone seems to have forgotten that a comprehensible story would be needed to tie all of it together.,"Aug 9, 2023",critic_review
Medusa Deluxe,Mike McGranaghan,"Like candy corn, liver, and pineapple pizza, some people will absolutely love it, whereas others will wonder how anyone can find it appealing. I found it insufferable.","Aug 9, 2023",critic_review
Medusa Deluxe,Anna McKibbin,"As a feature film debut this is a miraculous venture, one that feels glamorous and big while still relishing in the sparks that emit from talented actors finding new and interesting ways to fill an empty space.","Aug 9, 2023",critic_review
Medusa Deluxe,Avi Offer,"A toothless, tonally uneven and dull experience. It could've easily been as campy and funny as the dark comedy Drop Dead Gorgeous or as bold as some of Gasper Noé's films like Climax or Mary Haron's American Psycho.","Aug 9, 2023",critic_review
Medusa Deluxe,Perri Nemiroff,"An incredible feature debut from Thomas Hardiman with staggeringly impressive work from DP Robbie Ryan. Medusa Deluxe is a dazzling technical feat made all the more powerful by its A+ ensemble, including a breathtaking performance from Clare Perkins.","Aug 9, 2023",critic_review
Medusa Deluxe,Joseph Robinson,"Reading the premise, I thought this would be a wild ride. While it does have some interesting components, I was ultimately left feeling this recipe needs a lot more seasoning.","Aug 8, 2023",critic_review
Medusa Deluxe,Eric Henderson,"Few, if any, single-shot movies ever justify the conceit. In fact, most of them do their material a disservice through the distraction that emerges naturally from the trickery.","Aug 8, 2023",critic_review
Medusa Deluxe,Nick Schager,"""Medusa Deluxe""’s problems can by and large be traced back to its signature stunt.","Aug 8, 2023",critic_review
Medusa Deluxe,Carla Monfort,"Medusa Deluxe takes off with a powerful bang but banks it all into its shot design and script, and once the initial impression subsides, the movie becomes somewhat monotonous. [Full review in Spanish]","Jul 27, 2023",critic_review
Medusa Deluxe,Hector A. Gonzalez,"While Medusa Deluxe is flashy and stylistically daring, it would have benefited from fully embracing the stylistic excess and flamboyance of the subculture it depicts.","Jul 25, 2023",critic_review
Medusa Deluxe,Nicolas M,Péssimo filme e péssimas atuacoes. De um amadorismo gritante. Deveria ter uma lei proibindo filmes tão ruins rs.,"Jun 24, 2023",audience_review
Medusa Deluxe,Alan W,"Writer-director Thomas Hardiman's debut is an original and strangely compelling murder mystery set in a regional hairdressing competition in Northern England. When one of the competitors is found dead with his head scalped, speculations and suspicions grow amongst the other hairdressers and the models in the aftermath as they circulate within the industrial labyrinth of corridors, staircases and dressing rooms they find themselves unwittingly confined in. Seamlessly melding his long takes together into a film that looks like it was shot in one single take, essentially by alternating between talking and walking scenes to propel the film from one place to the other, Hardiman is in showing off mode but this also lends the film a tight, rhythmic pacing as the narrative unfolds in real time, accompanied by a sparse, pulsating and eerie score that would have worked just as well for a serial killer movie. Whatever you think of the ending, and some will find it too frothy, his screenplay demonstrates an appealing campy sense of humour and a knack for quality banter that drives the plot forward and keeps the film's momentum going while a mostly unknown but familiar-looking cast proficiently delivers the red herrings and other distractions. Even though I wouldn't have mind if the film drops the one-take premise for the final scenes for a clearer explanation of its ending, you have to admire its moxie for sticking to its gun all the way to the bitter end. Of course, this is merely just silly, frivolous fun but it's also a technically accomplished film and a great calling card for Hardiman who shows promise, confidence and enough artistic flair to finish with a cheeky disco number that could be as much a tribute to Claire Denis as it is to Mamma Mia the Movie.","Jun 22, 2023",audience_review
"Red, White & Royal Blue",Nell Minow,A love story that skillfully blends the familiar beats of a classic movie romance with the distinctive details of two of the world’s most public young men.,"Aug 11, 2023",critic_review
"Red, White & Royal Blue",Emily Breen,"With its subversive narrative cleverly wrapped in a cloud of enemies to lovers candy floss, Red, White & Royal Blue's triumph is that this won't be the last time we will see a queer fairytale warming hearts and opening minds.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Matthew Creith,"Red, White & Royal Blue can sometimes exude overly dramatic tension and a schmaltzy demeanor. Still, it’s a comforting film depicting two sworn enemies who discover that love is all around them if they just remember to look for it.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Odie Henderson,"Fortunately, López knows that the only thing needed for a successful romantic comedy is two characters the audience wants to see fall in love. Perez and Galitzine fit the bill — their chemistry is off the charts...","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Peter Travers,"There’s nothing new about this queer romance between a president’s son and a prince of England except the way it skips sorrow to favor joy. Wishful thinking? Maybe. But for audiences eager to connect instead of divide at the movies, it's about time.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Richard Roeper,"Everything plays out in predictable fashion, and the R-rated humor manages to be bawdy yet often wildly unfunny, e.g., double-entendre jokes referencing tumescence as “Big Ben” and lines such as, “My NDA is bigger than yours.” Wince.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Rohan Naahar,"Not without its charms, the new Prime Video romantic comedy has a distinct pandemic-era whiff to it.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Emily Maskell,There’s just too much sickly sweet icing layered on this royal rom-com to fully enjoy.,"Aug 11, 2023",critic_review
"Red, White & Royal Blue",Mark Dujsik,"The movie, based on Casey McQuiston's novel, never quite overcomes its gimmicky premise...","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Karl Delossantos,"Red, White & Royal Blue is a fairytale. A gay fairytale. Like “first 50 rows at a Lady Gaga concert” gay fairytale. One where a line like “first 50 rows at a Lady Gaga concert kind of gay” is eye-roll-inducing but oddly charming at the same time.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Lisa Nystrom,"… very much a direct-to-streaming concoction, but works well within its limitations to deliver a predictable yet harmless little treat …","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Russ Simmons,"Other than the fact that the leads are of the same gender, there’s little in “Red, White & Royal Blue” that’s fresh.","Aug 11, 2023",critic_review
"Red, White & Royal Blue",Diego Batlle,"A progressive fairy tale, Red, White & Royal Blue is a playful movie that flows quite gracefully while vindicating rights and discourses in a conservative and traditional setting... [Full review in Spanish]","Aug 10, 2023",critic_review
"Red, White & Royal Blue",Louis Staples,"Aside from the vaguest progressive platitudes, Red, White & Royal Blue doesn't make any astute observations about romance, privilege or being LGBTQ+.","Aug 10, 2023",critic_review
"Red, White & Royal Blue",John Anderson,"If this were a hetero love story? It would be on the Hallmark Channel, except that in several marvelously postmodern moments it recognizes its own glucose level. And the results are genuinely hilarious.","Aug 10, 2023",critic_review
"Red, White & Royal Blue",John Paul King,Lopez’s collaboration with cinematographer Stephen Goldblatt creates a cinematic manifestation of the novel that fully embraces both the heart-on-its-sleeve idealism of the golden age screwball comedies.,"Aug 10, 2023",critic_review
"Red, White & Royal Blue",Joey Moser,"‘Red, White’ Is a Royally Fun Romp","Aug 10, 2023",critic_review
"Red, White & Royal Blue",Matthew Jacobs,"Red, White & Royal Blue occupies an awkward middle ground: too pat to be sophisticated but too evocative to be infantilizing.","Aug 10, 2023",critic_review
"Red, White & Royal Blue",Greg Nussen,The film is a neoliberal fantasy that feels stuck in the 2016 vision of the future from which it sprung.,"Aug 10, 2023",critic_review
"Red, White & Royal Blue",Richard Lawson,"RW&RB offers something rare even in this half-enlightened age: the chance for queer people, specifically men attracted to men, to be pandered to in the hokey fashion familiar to millions of straight consumers of those Hallmark movies.","Aug 10, 2023",critic_review
"Red, White & Royal Blue",Vaden G,"Poor execution of a beautiful book. Acting was meh, over-obvious green screens made me cringe, and WHERE IS JUNE??? OR RAFAEL LUNA??? And why, on earth, are his parents still together? Adored the book, but annoyed at the ""creative liberties"" taken.","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Sam F,"Bi rights, amiright?","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Scott E,"Loved it for many reasons, not the least of which is that we're treated to the queer equivalent of a silly adult rom-com. I know that I'll watch and enjoy it several more times.","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Sergio T,I had a lot of fun. It's really dynamic and enjoyable. It's a great and necessary story and I really recommend reading the book which is more complete.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",Rhayani M,"Mesmo com o começo um pouco acelerado, conseguiu transmitir todas as secações que eu tive quando li o livro. Amei!❤️🤍💙","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Jayvan P,"It's a long wait but the wait was totally worth it. The entire narration of the carries and guides the viewers in the entire plot of the movies. The actors where excellent in portraying their characters. The cries, the happiness and all the feelings where engraved on their faces influencing the viewers emotions as well. Overall, its a 10/10 for me.","Aug 11, 2023",audience_review
"Red, White & Royal Blue",stalin s,the movie is so good.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",L T,"A great and funny movie with enough romance and chemistry between the characters, it's a great movie to watch, not too ""cliché"" type of movie, but i wish it hadnot been too rushed, but overall i recommended this movie for a good break and laugh!","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Katie D,I've read this book 5+ times. And even though there were things missing in the movie I still loved every second. They really kept to the spirit of the book and the two lead actors have amazing chemistry. I will watch this movie over and over again. I loved it.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",William W,This is such a good movie. normally I don't like romantic movies but this particular movie captures my heart. The acting of both actors are phenomenal.10 out of 10 such a beautifully done film.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",Megan G,"As someone who has the book and audiobook, I enjoyed the movie. It was kinda cheesy but a good Rom Com none the less. I cried and laughed. Congratulations for everyone who made this movie a reality","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Kunny K,"I loved it, thank you to the production company and actors for delivering such a beautiful production and amazing movie!! They did a phenomenal job bringing one of my favorite books to life, one of the best movies of the year, sincerely an anonymous fan that absolutely adored this movie!","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Jonathas R,"I loved this movie. One of the best queer history in the books and now, in the movies to. The actors gone incredible. Amazon know make adaptations.","Aug 11, 2023",audience_review
"Red, White & Royal Blue",En S,Such a good story yet telling by Matthew Lopez. Terrible soundtrack drag me out of the scene all the time. Fortunately those two main characters are in good shape.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",Maria O,"I just think the movie it's perfect Rwrb has been my favorite book for a while, and see this in the tv was magical to me, I loved and felt good and confortable after see the movie, all the good and my favorite parts was in there, and me, as a bissexual person thinks that was simply perfect!","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Sonia P,I haven't read the book but I absolutely loved the movie. Is so perfect. I don't have other words to describe it ❤️🤍💙,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",Emma M,"Fantastic adaptation, wonderful acting, beautiful story!","Aug 11, 2023",audience_review
"Red, White & Royal Blue",Nayana,The western BL representation it deserves. Yeah yeah it's a typical romcom but it is absolutely charming and endearing.,"Aug 11, 2023",audience_review
"Red, White & Royal Blue",Liangqi J,absolutely outstanding,"Aug 11, 2023",audience_review
